@RELATION rabc_features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE psy_feature1 NUMERIC
@ATTRIBUTE psy_feature2 NUMERIC
@ATTRIBUTE psy_feature3 NUMERIC
@ATTRIBUTE psy_feature4 NUMERIC
@ATTRIBUTE psy_feature5 NUMERIC
@ATTRIBUTE psy_feature6 NUMERIC
@ATTRIBUTE psy_feature7 NUMERIC
@ATTRIBUTE psy_feature8 NUMERIC
@ATTRIBUTE psy_feature9 NUMERIC
@ATTRIBUTE psy_feature10 NUMERIC
@ATTRIBUTE psy_feature11 NUMERIC
@ATTRIBUTE psy_feature12 NUMERIC
@ATTRIBUTE psy_feature13 NUMERIC
@ATTRIBUTE psy_feature14 NUMERIC
@ATTRIBUTE psy_feature15 NUMERIC
@ATTRIBUTE psy_feature16 NUMERIC
@ATTRIBUTE psy_feature17 NUMERIC
@ATTRIBUTE psy_feature18 NUMERIC
@ATTRIBUTE child_feature1 NUMERIC
@ATTRIBUTE child_feature2 NUMERIC
@ATTRIBUTE child_feature3 NUMERIC
@ATTRIBUTE child_feature4 NUMERIC
@ATTRIBUTE child_feature5 NUMERIC
@ATTRIBUTE child_feature6 NUMERIC
@ATTRIBUTE child_feature7 NUMERIC
@ATTRIBUTE child_feature8 NUMERIC
@ATTRIBUTE child_feature9 NUMERIC
@ATTRIBUTE child_feature10 NUMERIC
@ATTRIBUTE child_feature11 NUMERIC
@ATTRIBUTE child_feature12 NUMERIC
@ATTRIBUTE child_feature13 NUMERIC
@ATTRIBUTE child_feature14 NUMERIC
@ATTRIBUTE child_feature15 NUMERIC
@ATTRIBUTE child_feature16 NUMERIC
@ATTRIBUTE child_feature17 NUMERIC
@ATTRIBUTE child_feature18 NUMERIC
@ATTRIBUTE joint_feature1 NUMERIC
@ATTRIBUTE joint_feature2 NUMERIC
@ATTRIBUTE class {0,1,2}

@DATA
5.000000000000000000e+00,7.000000000000000000e+00,7.427864798021434067e-01,4.747916441836488866e-03,9.235722781836166462e-01,3.817433325999999738e+00,-9.045224260500001057e-03,3.937359312108044268e-02,9.515302101478295693e-01,5.463571681999999541e+00,-8.399493995500000032e-02,6.015676588042906392e-02,7.258314923009763220e-01,5.192990070000000458e+00,-4.561484882999999879e-02,1.219316965426634480e-01,4.321732467318558646e-01,3.917073774999999536e+00,2.115987461000000056e-02,3.000000000000000000e+00,4.740313272877164086e-01,2.626024277558835496e-01,5.576481124192512739e-01,3.578907345000000184e+00,2.555529581500000091e-01,3.123756114295062614e-01,9.593991249690116963e-01,5.320114206999999595e+00,3.420470810500000347e-01,-9.863736199495846957e-02,1.661897924139880689e-01,2.273613365000000108e+00,-1.006359372750000036e-01,-1.433021155207444240e-02,9.023794106192912015e-03,4.475444095999999705e-01,-1.491640543500000020e-02,8.561083610488050555e-01,5.000000000000000000e+00,1
2.000000000000000000e+00,1.000000000000000000e+01,2.300671821523640470e-01,5.746935333539064661e-02,1.090447659707394434e+00,3.258205510999999888e+00,8.399471950999999603e-02,7.594253493463005988e-02,9.660312231573899844e-01,6.140454351000000699e+00,4.245154375000000091e-02,-2.036882190328597186e-01,1.081014257542347146e+00,5.697518002000000692e+00,-4.793392007000000232e-01,-7.139222256974314673e-02,9.620864642079747231e-01,6.169862650000000670e+00,8.920531727000000077e-02,4.000000000000000000e+00,4.842185321333502407e-02,-3.458292685418082324e-02,9.073953519570695514e-01,3.088708986000000323e+00,-2.738511087499999608e-01,6.106089832825383618e-02,1.186516777621604346e+00,5.818018024000000565e+00,-2.427164616999999969e-01,-8.664375274169598684e-02,1.317791540786714677e+00,4.546410223000000528e+00,-6.295710740000000083e-01,-3.884095268858213379e-02,5.155550186848810446e-02,1.064296267400000051e+00,-1.244666671000000113e-01,2.009739908498602290e+00,2.000000000000000000e+00,0
3.000000000000000000e+00,5.000000000000000000e+00,1.084060633899862208e-01,-4.032062613965380349e-01,5.674274082807619912e-01,2.917085904000000340e+00,-3.089876742499999551e-01,-3.412244490347567938e-01,6.943666865466043836e-01,3.946002838000000068e+00,-2.999150886499999946e-01,6.448129394810802051e-01,1.121664763212627758e+00,3.802061915500000389e+00,1.984995071499999764e-01,5.007359172770571298e-01,1.813507076770443538e+00,5.336783941000000198e+00,1.440567215000000123e-01,4.000000000000000000e+00,4.777216352779053987e-02,-3.697198666961537539e-01,1.228394294750716265e+00,3.505804501000000073e+00,-9.837649598500000092e-01,-2.518302616326873467e-01,4.846326477045092007e-01,3.507468489999999939e+00,-2.362265573499999771e-01,4.433986718399329785e-01,9.719299225211259774e-01,3.194347356799999815e+00,1.609292647000000187e-01,5.153355527120484503e-02,4.095541125401637450e-02,8.449585687000000789e-01,-7.274907389999999904e-03,7.141826744831397678e-01,0.000000000000000000e+00,0
4.000000000000000000e+00,2.000000000000000000e+00,3.319327731092436840e-01,6.247195062892550999e-01,6.898854868073260871e-01,3.016236689999999943e+00,9.129876732999999689e-01,3.456243136457340936e-01,1.234721702122842046e+00,4.868233447999999797e+00,3.283747124999999989e-01,-6.685797066459180371e-01,7.893110069666962880e-02,1.241556529899999983e+00,-6.593747355999999282e-01,-9.393680191979033589e-01,7.662811831987692557e-01,3.452325295000000072e+00,-1.213423500500000030e+00,3.000000000000000000e+00,1.922268907563025320e-01,-2.816589472910544512e-01,5.499000787165501114e-01,2.693622657999999781e+00,-1.316483033999999996e-01,-4.119668783391259304e-01,1.123867465306636060e+00,5.029718974999999759e+00,-7.214887451000000507e-01,4.419558492579781506e-01,9.497574784770450584e-01,3.352483363999999799e+00,7.163819919000000702e-01,4.122838705724720526e-02,1.355498572595205224e-02,7.575363688000000817e-01,6.680390417999999830e-02,1.083015163084978694e+00,0.000000000000000000e+00,0
5.000000000000000000e+00,7.000000000000000000e+00,7.024969549330085661e-01,-1.963384442338309346e-02,9.996916393452961458e-01,4.000689273999999962e+00,6.144087783999999802e-02,-7.425166780369884569e-03,8.869014132755621560e-01,5.983604074999999689e+00,-8.328149107000000495e-02,4.172074108409794951e-02,7.594255269959137022e-01,5.535518813999999566e+00,-1.500938873999999867e-01,8.039777885363409704e-02,6.709799986768167912e-01,5.930946130999999788e+00,4.239470571000000104e-02,3.000000000000000000e+00,4.567600487210718430e-02,6.928124353556331938e-01,8.888286353110679272e-01,3.476561838000000293e+00,8.150431242000000243e-01,2.493664872019333290e-01,5.605157459826720645e-01,3.023896421999999973e+00,3.434296234499999989e-01,-5.457374259477990597e-01,6.074550282327122880e-02,1.067058652259999851e+00,-5.203134686999999481e-01,8.406840833113331246e-02,5.908266613991932509e-03,2.786467595900000149e-01,1.069951103000000014e-01,1.158886998221053455e+00,3.000000000000000000e+00,0
1.000000000000000000e+00,2.000000000000000000e+00,5.711711711711712214e-01,7.102935599405670042e-02,8.930526496073651899e-01,3.670158488000000219e+00,3.558041965000000029e-02,-1.812555524254826078e-01,1.588986508366892592e+00,1.072106273300000012e+01,-1.042161892000000034e-01,-3.496207216138280671e-01,2.966787963783388826e-01,2.363986980299999985e+00,-2.776523505999999863e-01,4.251060593819591116e-01,7.462633983577632302e-02,1.220732234700000030e+00,4.897257381999999826e-01,1.000000000000000000e+00,8.648648648648649129e-02,-1.863096397070833354e-01,1.778494770381225942e-01,1.494248323099999887e+00,-5.506980658999999917e-02,4.097137398970834288e-01,1.213835804522485295e+00,4.190720023999999988e+00,1.688756837500000052e-01,-5.273407740775000185e-01,9.809952518510367536e-02,1.096340768419999945e+00,-4.211155703500000236e-01,2.942390377356252085e-02,9.856793472359313968e-03,2.891944371999999874e-01,3.971299988000000225e-02,9.091623095393038811e-01,1.000000000000000000e+00,0
3.000000000000000000e+00,7.000000000000000000e+00,1.302469135802469258e-01,-4.308519581798065934e-01,7.102428361910264609e-01,3.438863486999999886e+00,-7.466510966499999569e-01,-4.503046799111156684e-01,8.136253879136365885e-01,5.614128486000000251e+00,-5.716039331500000209e-01,5.858107455852518131e-01,8.081436653928248948e-01,4.145642858000000430e+00,5.091878907500000384e-01,-2.124898465869416719e-02,2.646953856396628613e+00,9.731571957999999967e+00,2.067389741000000003e-01,1.300000000000000000e+01,1.930555555555555636e-01,1.901271224331582688e-02,1.010572740014938686e+00,3.255188433999999909e+00,1.279774821000000118e-01,4.309275384178330032e-02,1.082115366651448474e+00,5.010345706999999926e+00,-1.594527802000000050e-01,1.445562356203109744e-01,1.087862328850550453e+00,3.605428607999999979e+00,-2.129287105000000069e-01,-6.886579202662860763e-03,2.283045928411212011e-02,1.189381989199999934e+00,-5.701291334999999960e-02,1.062908527939996794e+00,0.000000000000000000e+00,0
4.000000000000000000e+00,1.000000000000000000e+00,2.341220423412204155e-01,1.023533003977500577e+00,7.110693063719232265e-01,3.169606357799999774e+00,1.069412359500000020e+00,1.571668232552659583e-01,1.023296113369594362e+00,3.950606121999999942e+00,1.012442762750000030e-01,6.447836686028346476e-01,5.048532552387058336e-01,2.851573737899999905e+00,3.875800561000000144e-01,-5.529448245571382259e-01,1.241447351232659313e-01,1.830202823900000109e+00,-6.099823197000000530e-01,1.000000000000000000e+00,1.369863013698630061e-01,-3.915514058018296044e-03,5.903042451418626380e-01,2.336213662599999630e+00,2.928322744000000366e-01,-5.514008105444545560e-01,2.257712793590429812e-01,2.543882915400000222e+00,-5.079656393000000492e-01,-8.574613394744818873e-01,4.976934786416020717e-02,1.109072467307000043e+00,-9.655135991000000084e-01,1.233266450015454985e-01,6.027384884831533561e-04,1.275705597300000049e-01,1.163070885000000027e-01,9.135096386105440169e-01,0.000000000000000000e+00,0
5.000000000000000000e+00,7.000000000000000000e+00,7.236508511408910049e-01,9.957092582359494681e-02,1.016445923274924557e+00,3.850844182999999976e+00,6.543365385999999617e-02,1.384973593282472215e-01,9.398230620166317939e-01,5.829722955999999456e+00,2.811998164500000008e-02,-3.041707992996296461e-01,4.643419993919954414e-01,3.492831203999999801e+00,-4.203243340500000258e-01,5.191484091460277922e-02,5.680133787930058409e-01,4.218191495000000124e+00,-6.895563556000000593e-02,1.000000000000000000e+00,4.310032596885186862e-02,-1.211072388415966733e-01,1.566697381161141323e+00,3.266848972000000018e+00,-9.548798431999999670e-02,-1.085755590756218303e-01,3.861057865611505213e-01,2.970531441999999966e+00,-2.578008907000000072e-01,-5.143406939873951256e-01,4.247130151540524229e-02,8.742433480399999235e-01,-5.401805355000000031e-01,-5.700073622907563670e-02,7.542214814570294239e-03,3.021326279000000059e-01,-9.334335267000000436e-02,9.743261273106968989e-01,1.000000000000000000e+00,0
1.000000000000000000e+00,2.000000000000000000e+00,5.471074380165289464e-01,4.148883084341651317e-01,3.123811955660936168e-01,3.685902175000000280e+00,4.545802714000000133e-01,4.632319061320237796e-02,1.675074209258156088e+00,1.143339282900000065e+01,9.055210400999999520e-02,-1.800571348160853735e-01,5.323121728203763503e-01,3.298956399699999764e+00,-4.173380267999999838e-01,4.631630169587931944e-01,5.314111597577947377e-01,3.357182598999999712e+00,4.325366227999999924e-01,1.000000000000000000e+00,5.950413223140495894e-02,6.633429541702777765e-01,3.278982200558030469e-01,2.401322978900000127e+00,7.406301093500000654e-01,-1.625420203792500018e-01,1.823793706752483701e-01,1.775007069599999987e+00,-9.599415314499999685e-02,-5.538390089111111525e-01,3.116946964871689651e-01,1.740706054599999941e+00,-3.840551325000000071e-01,-4.981895857166668828e-01,1.417671872219678983e-03,1.069741379000000436e-01,-4.834933618000000211e-01,9.910688239122141807e-01,0.000000000000000000e+00,0
2.000000000000000000e+00,8.000000000000000000e+00,4.848703170028818565e-01,-3.134740397408539853e-02,1.211361231222563006e+00,3.455158888999999789e+00,-2.051729583499999898e-01,1.624485343348195387e-01,1.066317399399399513e+00,5.678659104000000291e+00,2.173000199499999785e-01,-3.831604599265013844e-01,9.107548292198299755e-01,4.470760676999999461e+00,-6.301200464499999709e-01,-5.090004663961927855e-01,1.260127447990413652e+00,5.449758094999999969e+00,-6.136162774000000208e-01,1.000000000000000000e+00,5.547550432276657228e-02,8.014773989292854894e-01,4.837083472355541702e-01,2.805149334999999855e+00,9.792553774999999128e-01,-4.404231124368196415e-02,9.788401974797587002e-01,3.778915901999999605e+00,-3.909286864500000069e-01,6.919516001837655583e-01,1.186409050909766894e+00,3.944378842999999968e+00,1.099718636500000013e+00,8.027834513652606918e-02,7.673579462762289242e-03,5.132964698999999964e-01,1.006628524999999968e-01,7.071920377731170104e-01,0.000000000000000000e+00,0
3.000000000000000000e+00,2.000000000000000000e+00,5.151946818613484941e-02,1.633273337082940049e-02,1.220890200464823439e+00,3.377465742000000049e+00,4.345392887999999787e-01,-3.978707279045160528e-01,8.894899868904027063e-01,4.084775109999999820e+00,-3.260812337999999810e-01,8.282193140441929113e-01,4.158023497048478068e-01,3.914921932099999946e+00,7.504577986999999561e-01,-1.446562412942073161e-01,2.903768872629147180e-01,2.557532340999999931e+00,-8.905649629999999595e-02,2.000000000000000000e+00,4.843304843304842983e-02,-7.220971279379804209e-01,4.243574782000779089e-01,2.105245992600000005e+00,-1.189803681999999974e+00,6.193060987499755810e-02,1.150297277836859866e+00,4.675173948999999496e+00,-2.879252281499999899e-01,-4.246197113258968203e-01,3.848678677782758073e-01,2.450018323300000134e+00,-6.189995521000000167e-01,2.886994808878266816e-02,4.414562165241047720e-01,4.461520231999999808e+00,7.756805202999999919e-03,6.908905431609978498e-01,0.000000000000000000e+00,0
2.000000000000000000e+00,8.000000000000000000e+00,3.641260436304874504e-01,-5.310531827786497266e-02,9.427434244782885164e-01,4.942070141000000305e+00,-1.281649220500000012e-02,1.793813332359107601e-02,6.600542674711390445e-01,5.032505615999999904e+00,1.632586583499999744e-01,-3.465387274029332887e-01,2.968957169428942389e-01,2.034173895999999981e+00,-3.730200209000000267e-01,-1.613712466253722222e-02,7.262084557408743368e-01,4.888576005000000002e+00,8.738194968500000159e-02,6.000000000000000000e+00,1.871801777538378564e-01,-6.219741036152833802e-01,9.149551818497818623e-01,4.596149324999999841e+00,-5.943441526999999613e-01,-2.339218023053381626e-02,6.981122047204092462e-01,4.446590346999999888e+00,5.088131347000000165e-02,2.549716730574820289e-01,7.938956533217419453e-01,5.108714836999999953e+00,2.340482564999999959e-01,8.749123174949642590e-02,2.283564185943311869e-02,8.191639146999999399e-01,8.855767995999999642e-02,9.458948257390430436e-01,3.000000000000000000e+00,0
3.000000000000000000e+00,1.800000000000000000e+01,1.623343527013251797e-01,2.345946760673096598e-01,4.942140064578801062e-01,4.223453571000000295e+00,7.228384817999999878e-02,-3.697293619781716889e-01,5.142579150358849160e-01,5.223049344999999732e+00,-4.096895124000000110e-01,-1.898346993234603375e-01,3.680498715704389467e-01,3.653958153599999648e+00,-3.239698188999999839e-01,1.554947936371469663e-01,6.679138229069173649e-01,7.088706494000000191e+00,2.232545626000000116e-01,3.000000000000000000e+00,2.956167176350662715e-02,5.878880831598879420e-01,3.892408984495445146e-01,3.154173757699999747e+00,5.418020560500000915e-01,-1.041729086228075030e+00,5.382955526442869676e-01,3.451375122099999970e+00,-1.117828115500000052e+00,-2.089384551171600546e-01,4.678814500989894598e-01,3.485539055000000275e+00,-3.012368468000000132e-01,1.278994743661110711e-01,1.700989927713989630e-02,6.804575044999999767e-01,1.587534669000000009e-01,1.930950492424327480e+00,1.000000000000000000e+00,1
5.000000000000000000e+00,1.000000000000000000e+01,5.413105413105413488e-01,-9.658382693061229318e-02,1.242739241492848867e+00,4.426974105999999409e+00,2.241027187000000087e-01,9.860227702498808311e-03,1.107678604081075546e+00,5.445975411000000044e+00,-8.747513437499999933e-02,3.424835231886905751e-01,1.662436526246439561e+00,6.836019536000000230e+00,2.727473131000000134e-02,-7.154757252738148943e-02,1.186852274580313615e+00,1.063875674999999887e+01,-2.318384111000000025e-01,3.000000000000000000e+00,1.168091168091168058e-01,3.282073418656253350e-01,7.139287722234987088e-01,4.101455865000000145e+00,3.516678202999999892e-01,5.605054651101317731e-01,6.939802096038242274e-01,4.233630542000000219e+00,6.075693837000000208e-01,-2.177931469225264371e-01,1.243927449249339512e+00,1.004504972600000023e+01,-5.915609705500000093e-01,-1.309822950302845512e-01,2.210233897014667048e-02,6.719154675999999826e-01,-1.186012443499999958e-01,2.105687794879727903e+00,3.000000000000000000e+00,2
1.000000000000000000e+00,2.000000000000000000e+00,6.234234234234233840e-01,4.265791984450233998e-01,6.538796126381654084e-01,3.953887232000000473e+00,4.167792475500000093e-01,2.986602528000099465e-03,1.722915275049957895e+00,1.134697000000000067e+01,-6.180668071000000596e-02,-5.530581920202707336e-01,4.879281761128653055e-02,8.000160950000000382e-01,-5.598390736499999631e-01,-2.278607062361488744e-02,1.572347774351099126e-01,1.702522599299999939e+00,8.841107403500001599e-03,1.000000000000000000e+00,1.387387387387387372e-01,4.814448798335063673e-01,1.312465918071377358e+00,3.482201873000000170e+00,9.572568750000000071e-01,-2.310650246816909059e-01,5.158851729538562747e-01,3.255377621000000055e+00,-1.537740954000000049e-01,-1.098963663178700312e-01,1.121996016762179943e-01,1.472260347199999986e+00,-1.258218725999999954e-01,1.342176111709480757e-01,8.011257199868563467e-03,3.153093027800000225e-01,1.453139096000000130e-01,9.091623095393038811e-01,0.000000000000000000e+00,0
2.000000000000000000e+00,8.000000000000000000e+00,4.238646482635797241e-01,1.030143732293758024e-01,9.956995424850072496e-01,3.422388760999999668e+00,2.847353915999999985e-01,-3.922952025084319033e-02,1.037652865370930488e+00,6.252163562999999868e+00,-7.270776451999999557e-02,-3.461030144974541201e-01,7.681363362853732557e-01,4.350383380000000244e+00,-5.852833725999999626e-01,-1.943683570369101055e-01,1.166219405866081082e+00,1.300035198000000136e+01,-1.140841754000000013e-01,3.000000000000000000e+00,4.392994953992282459e-02,-7.974811296837160945e-01,3.893535572967324332e-01,1.859508553800000019e+00,-5.282830043999999781e-01,-5.566773288104730488e-01,6.156384859334552706e-01,3.522212463999999876e+00,-7.864441071500000158e-01,3.135644075633101102e-01,3.461339691971235810e-01,3.083939287999999834e+00,1.201744901000000032e-01,1.234758203351551675e-01,2.491483283103789956e-02,1.159181078799999876e+00,7.379671145999999737e-02,8.582600775423744333e-01,1.000000000000000000e+00,0
3.000000000000000000e+00,8.000000000000000000e+00,1.875549692172383542e-01,-5.571300138826089654e-01,6.995515370642044761e-01,3.185893942999999950e+00,-4.033309936000000206e-01,-2.454725932380638076e-01,8.755413727869697516e-01,5.303829906999999899e+00,-3.891498123000000087e-01,4.077390460124969973e-01,1.320277696310605320e+00,4.570506152000000100e+00,-6.101247006999999806e-02,3.802149751263648736e-01,8.453060874434522587e-01,4.975575474000000220e+00,5.090147189000000516e-01,1.100000000000000000e+01,2.456024626209322714e-01,-7.566169528959355850e-02,1.010074609055342520e+00,3.705930930000000068e+00,7.094370352000000345e-03,-1.071101459975031846e-02,9.661111951388765551e-01,5.297769263000000173e+00,-1.273611688999999880e-01,-3.628702770392702032e-02,1.288447507857346297e+00,5.899575237999999722e+00,-3.203882652999999747e-01,-3.000037975662557792e-03,6.401348239517830330e-02,1.668111379399999983e+00,-9.362208899999999168e-02,7.460043186838125617e-01,2.000000000000000000e+00,0
4.000000000000000000e+00,2.000000000000000000e+00,3.876146788990825764e-01,1.144367691767781192e+00,1.259396058639998817e-01,1.627654454390000005e+00,1.168987549500000167e+00,2.128484262174084318e-01,8.494386503520209297e-01,4.978251506999999521e+00,2.334008769500000025e-01,-5.813548596511545208e-01,6.318929172470719169e-02,1.303576521699999935e+00,-6.512610312500000109e-01,-9.722629521279585463e-01,5.249914422814155879e-01,2.320270453690000068e+00,-5.497480255000000149e-01,1.000000000000000000e+00,2.041284403669724745e-01,9.398461907119103342e-01,1.436556930786419550e-01,1.849190779099999959e+00,1.001325539149999999e+00,3.377971169830675247e-01,1.561920430179171593e+00,4.275046403000000161e+00,4.464764328999999976e-01,1.931003356385952996e-01,8.337662310614379901e-01,2.692947588000000003e+00,-5.394384219000000064e-02,-2.464308466735957714e-01,4.880025273315333548e-03,2.682024773000000195e-01,-2.590672849000000277e-01,9.920054855148123796e-01,0.000000000000000000e+00,0
5.000000000000000000e+00,7.000000000000000000e+00,6.606170598911070835e-01,-1.004304187898807932e-01,9.739573377844487068e-01,3.561083899999999858e+00,7.895726211000000938e-02,4.213572274934938855e-02,8.470239907287350212e-01,4.971671854000000224e+00,-7.067083711499999588e-03,1.909228833627225896e-01,9.969648962920971691e-01,5.476441537999999554e+00,2.111823550999999966e-01,9.929731334127675502e-02,8.155340771513354126e-01,6.953082080999999803e+00,5.670945061000000342e-02,4.000000000000000000e+00,8.590441621294615804e-02,4.014379592047896683e-02,9.600814332871585588e-01,3.561083899999999858e+00,2.820562323999999954e-01,4.344943060812640478e-01,6.309288814194742301e-01,4.022630602999999638e+00,4.300663534499999940e-01,2.433970232373146858e-01,1.334731056195986310e-01,1.727551282799999921e+00,3.519191743999999789e-01,3.095498517880084302e-02,4.951438497231293312e-03,3.279819217000000120e-01,2.276864523999999959e-02,1.166650553020341929e+00,5.000000000000000000e+00,0
1.000000000000000000e+00,2.000000000000000000e+00,6.425619834710744049e-01,-6.436278103489712077e-02,5.937436263217685806e-01,3.706472924999999918e+00,-1.235821745000000027e-01,5.288782696353745705e-02,2.325831821609850802e+00,1.268476552699999971e+01,-8.180590780999999478e-02,-1.425894505639924148e-01,1.997760782609212526e-01,2.475867588099999850e+00,-1.263481018000000011e-01,2.292409117593868784e-01,9.084937341375511899e-01,4.963920499000000319e+00,3.917789163000000019e-01,1.000000000000000000e+00,1.219008264462809882e-01,1.120456011031864207e+00,2.688668500379880477e-01,1.896809502450000018e+00,1.221630401000000088e+00,1.119655485140101936e+00,8.202583953169169106e-01,3.607949303499999871e+00,1.047239543000000106e+00,3.129502255932193888e-01,2.413519437084659991e+00,3.223561565999999878e+00,1.840313899999999947e+00,-2.568723037135596243e-01,1.215559688153485668e-02,2.205365264000000158e-01,-3.652716133000000198e-01,7.928550591297712780e-01,0.000000000000000000e+00,0
2.000000000000000000e+00,8.000000000000000000e+00,2.223999999999999866e-01,-1.652603843393234684e-01,7.617921211053992891e-01,3.358486389000000294e+00,-3.827283076999999922e-01,-1.109360367804213682e-01,8.202314704203597095e-01,4.817050076000000125e+00,-8.471344288000000333e-02,-2.965440061636328006e-01,6.496858597954798809e-01,4.280815577000000260e+00,-2.021533034000000117e-01,1.597570125561484089e-01,9.866001290507186994e-01,5.004661610000000316e+00,2.060821163999999872e-01,4.000000000000000000e+00,5.739999999999999963e-02,-2.303375461393577239e-01,8.391636344675384995e-01,2.858428222999999768e+00,-8.861552497000000361e-01,-2.301721785865643299e-01,7.262564577515220332e-01,4.658032019000000190e+00,-4.091245209000000105e-01,-6.433468922060607553e-02,6.851432294500504616e-01,3.425910038000000046e+00,-1.978684366000000028e-01,6.394727499680505356e-02,1.609723019383771381e-02,8.388542973999999486e-01,1.037397577999999987e-01,1.273760874951579636e+00,0.000000000000000000e+00,0
1.000000000000000000e+00,2.000000000000000000e+00,6.499032882011605006e-01,-2.220632531809373367e-01,6.090736159388971949e-01,3.909108359000000199e+00,-2.149335960499999809e-02,-1.538891317902886524e-01,1.899698786917434212e+00,1.216088705800000014e+01,-1.756599467500000178e-01,3.508322114443955808e-01,4.726118877155915943e-01,5.115559488699999768e+00,2.878160562999999561e-01,5.436180094169258403e-01,3.501269032196419051e-01,2.272738168000000059e+00,6.399113488000000016e-01,1.000000000000000000e+00,1.489361702127659504e-01,-8.960614719298702902e-01,5.810832627362699093e-02,8.242696342999999981e-01,-8.960614718999999617e-01,3.528926204206492279e-01,2.165983024682451408e+00,5.559858175000000458e+00,-1.374569390000000002e-01,2.405634530916451741e+00,1.692984724677244035e+00,4.444872853689999737e+00,3.331447335000000010e+00,1.257482996166666422e-01,7.838896882862720142e-03,3.483804161999999871e-01,1.159776248500000023e-01,8.469133586158921201e-01,1.000000000000000000e+00,0
2.000000000000000000e+00,8.000000000000000000e+00,3.237955490339936571e-01,-5.153939858466461549e-02,8.630506889471627474e-01,3.368783688999999804e+00,-1.778623468999999957e-02,1.075448265248161173e-01,9.830653753604631229e-01,4.679795589999999450e+00,-1.145439580499999985e-02,-3.151383398139459002e-01,1.443143142974797399e+00,9.039153188000000227e+00,-4.632155825000000005e-01,1.960015591890552911e-01,1.741499530049591016e+00,7.168952275999999735e+00,4.007598519000000192e-01,5.000000000000000000e+00,1.252139887503057047e-01,2.438334287107891130e-01,9.677369923964954657e-01,3.427799826999999855e+00,4.948222656499999816e-01,1.277854074189657858e-02,9.163021497304709717e-01,5.668401743000000437e+00,-3.022818926499999670e-02,1.707849609232435506e-01,1.412327775678357433e+00,4.294306848999999815e+00,-9.025740808999999781e-03,2.324077007941789952e-01,5.416487682517177188e-02,8.468188958000000266e-01,2.049009217000000160e-01,1.041681643535401935e+00,0.000000000000000000e+00,0
3.000000000000000000e+00,3.000000000000000000e+00,7.920792079207920888e-02,-2.431699229667474149e-01,6.711785047046978647e-01,3.104877390999999598e+00,-1.115506730999999974e-01,-3.343444404632399669e-01,5.798826551826733455e-01,4.791093327000000457e+00,-4.898182666500000004e-01,-8.582939927052006535e-02,1.254614336348652603e+00,6.985829941000000431e+00,-3.513159873000000211e-01,2.813349251542792140e-01,1.323085267739514181e+00,3.923096548999999822e+00,2.295188581000000005e-01,5.000000000000000000e+00,1.303293594665589084e-01,-1.497834444187192970e-01,8.077261561016324531e-01,3.380429069999999925e+00,1.842074952999999959e-01,-9.699565419669459176e-02,1.211044717554084604e+00,6.583502267000000074e+00,-3.709862171000000153e-01,-1.128018336745972572e-01,9.001557333605265665e-01,4.915998740000000033e+00,-4.084179473000000282e-01,-1.534317818036556036e-01,6.614117453431890559e-02,1.848424780699999825e+00,-6.128394709999999967e-02,8.117799853047907854e-01,0.000000000000000000e+00,0
4.000000000000000000e+00,2.000000000000000000e+00,2.938894277400582178e-01,3.819901250765760925e-01,1.172499636664596556e+00,3.488714621999999821e+00,3.514646589000000043e-01,-2.027017488357877040e-01,1.016014626774847995e+00,4.371393890000000226e+00,-3.707909715000000106e-01,5.292116525227360535e-01,3.772393736905877426e-01,2.843064458499999780e+00,5.177937518999999877e-01,-4.457689035074262063e-01,1.101428331930289217e-01,1.924929865800000028e+00,-3.933935597000000062e-01,2.000000000000000000e+00,3.326867119301649134e-01,-1.265285359677714315e-04,9.001546865686580468e-01,3.665834339999999969e+00,1.233371662999999951e-01,-1.798165995971725412e-02,7.676424894192951376e-01,4.770176362000000836e+00,-7.192940359999999700e-02,-2.872290279358428178e-01,6.891202556295401571e-01,3.359900947999999943e+00,-5.268532415000000135e-01,-2.745484960085672194e-02,3.554435498586532016e-02,1.004921007499999908e+00,-7.815207249000000189e-02,1.172887219685517790e+00,1.000000000000000000e+00,0
5.000000000000000000e+00,7.000000000000000000e+00,6.971879286694101507e-01,6.388268716456821372e-02,1.148961170316541880e+00,3.586349794999999840e+00,2.304711493000000111e-01,6.497557539073527122e-02,9.091832938144492893e-01,5.495888886999999556e+00,-9.239608962999999731e-02,5.969012299048460229e-02,5.331368255643393894e-01,4.070948462999999684e+00,-2.797421229000000148e-02,-1.922818917812305073e-01,5.228554802554225001e-01,4.163579624000000479e+00,-2.399957175999999914e-01,3.000000000000000000e+00,9.842249657064472412e-02,-7.268871209803499933e-02,1.512434784603508220e+00,4.671590036999999640e+00,1.061211363000000019e-01,1.232659661338153106e-01,6.541085167344299345e-01,4.103232356999999553e+00,8.037812983000000577e-02,3.280346089276960919e-01,6.405016417691398178e-01,2.605202859199999832e+00,2.603491712000000069e-01,-2.329886596590537845e-02,4.058999486305231094e-03,2.370312879700000042e-01,-4.422081449000000303e-02,1.029023899760229011e+00,2.000000000000000000e+00,0
